Category,Category_Definition,Topic,Topic_Definition,Sub_Topic,Sub_Topic_Definition,Polarity,Survey_Channel,Est_Count,Est_Pct,Actionable_Owner
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Cancellation & Switching Intent,Customer expresses intent to cancel service or switch to a competitor â€” with or without a stated reason.,Switching Reason â€” Price / Cost,"Customer explicitly states price or cost as their reason for switching. Include: 'too expensive so I'm leaving' 'can get it cheaper elsewhere' 'leaving because of the price' 'cost is why I'm switching' 'can't justify the bill'. Overlaps with Pricing category â€” use when switching intent is explicit.",Negative,All,TBD,TBD,Retention / Pricing
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Cancellation & Switching Intent,Customer expresses intent to cancel service or switch to a competitor â€” with or without a stated reason.,Switching Reason â€” Service Quality / Coverage,"Customer states poor service quality or coverage as the reason for switching. Include: 'leaving because service is terrible' 'coverage is why I'm leaving' 'switching because of all the outages' 'can't deal with dropped calls anymore' 'service is the reason I'm going'. Root cause signal for churn prevention.",Negative,All,TBD,TBD,Retention / Network
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Cancellation & Switching Intent,Customer expresses intent to cancel service or switch to a competitor â€” with or without a stated reason.,Switching Reason â€” Poor Customer Service,"Customer states bad customer service experience as the reason for switching. Include: 'leaving because of how I was treated' 'service experience is why I'm done' 'customer service drove me away' 'terrible support is why I'm switching' 'if this is how you treat customers I'm leaving'. CX-driven churn â€” highest preventability.",Negative,All,TBD,TBD,Retention / CX Leadership
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Cancellation & Switching Intent,Customer expresses intent to cancel service or switch to a competitor â€” with or without a stated reason.,Retention Save â€” Stayed Because of Rep / Offer,"Customer was considering leaving but stayed because of a good retention interaction or offer. Include: 'was going to leave but they kept me' 'glad I stayed' 'offer convinced me to stay' 'rep saved my account' 'was about to cancel but they made it right'. Retention success signal â€” track what worked.",Positive,All,TBD,TBD,Retention
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Contract & Terms Complaints,Feedback about specific policies terms contracts or business practices the customer finds unfair or confusing.,Contract Terms Unfair / Confusing,"Customer complains about contract terms length or conditions they find unfair. Include: 'your policies ****' 'lying in contract' 'honor your contract' 'your policies' 'bad policies' 'terms are unfair' 'locked in' 'contract is ridiculous' 'trapped in a contract' 'didn't know about the 2-year commitment'. Tag for policy review.",Negative,All,110,0.1%,Policy / Legal
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Contract & Terms Complaints,Feedback about specific policies terms contracts or business practices the customer finds unfair or confusing.,Early Termination Fee / Cancellation Fee Complaint,"Customer complains about being charged to cancel or leave â€” ETF or cancellation penalty. Include: 'early termination fee' 'charged me to cancel' 'fee to leave' 'can't cancel without paying' 'penalized for leaving' 'exit fee' 'breakup fee'. Policy friction â€” competitive disadvantage if competitors don't charge.",Negative,All,TBD,TBD,Policy / Pricing
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Contract & Terms Complaints,Feedback about specific policies terms contracts or business practices the customer finds unfair or confusing.,Late Fee / Payment Policy Complaint,"Customer complains about late fees grace periods or payment policies. Include: 'I hate late fees' 'late fee is unfair' 'one day late and you charge me' 'payment policy is harsh' 'no grace period' 'charged late fee for one day'. Billing operations signal.",Negative,All,70,0.1%,Billing Policy
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Return & Exchange Policy,Customer experience with returning or exchanging a device â€” including restocking fees return windows and policy clarity.,Return / Exchange Was Easy,"Customer had a smooth return or exchange experience. Include: 'easy return' 'exchange was simple' 'no hassle returning' 'quick exchange' 'returned it no problem'. Track for retail process effectiveness.",Positive,Retail | National Retail,TBD,TBD,Retail Operations
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Return & Exchange Policy,Customer experience with returning or exchanging a device â€” including restocking fees return windows and policy clarity.,Return Denied / Window Missed / Restocking Fee,"Customer was denied a return missed the return window or was unhappy about restocking fee. Include: 'can't return it' 'past the return window' 'restocking fee is ridiculous' 'won't take it back' '14 days is too short' 'stuck with this phone' 'charged $55 to return'. Policy friction â€” competitive comparison point.",Negative,Retail | National Retail,TBD,TBD,Retail Policy / Operations
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Upgrade & Trade-In Policy,Customer feedback about upgrade eligibility rules trade-in program terms or device upgrade policies.,Upgrade Policy Unfair / Not Eligible,"Customer is frustrated they are not eligible to upgrade or finds the upgrade policy restrictive. Include: 'can't upgrade yet' 'not eligible' 'why can't I upgrade' 'have to wait too long to upgrade' 'upgrade policy is unfair' 'stuck with this phone' 'need to pay off to upgrade'. Policy design signal.",Negative,All,TBD,TBD,Product Policy / Retention
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Upgrade & Trade-In Policy,Customer feedback about upgrade eligibility rules trade-in program terms or device upgrade policies.,Trade-In Requirements Too Strict / Device Rejected,"Customer's trade-in device was rejected or they feel the trade-in requirements are too restrictive. Include: 'wouldn't accept my trade' 'phone had a scratch so no trade' 'trade-in requirements are too strict' 'device didn't qualify' 'rejected my trade-in' 'crack disqualified me'. Competitive comparison â€” other carriers may be more lenient.",Negative,Retail | National Retail,TBD,TBD,Product Policy
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Brand Loyalty & Sentiment,Customer expresses loyalty to AT&T or overall brand sentiment â€” positive or negative.,AT&T Brand Loyalty / Positive Brand Sentiment,"Customer expresses loyalty love or positive sentiment toward AT&T as a brand. Include: 'love AT&T' 'AT&T is the best' 'thankful for AT&T' 'I Love My AT&T' 'great company' 'att always very good' 'been with AT&T for 20 years and love it' 'loyal customer'. Retention and NPS signal â€” track tenure correlation.",Positive,All,420,0.5%,Marketing / Brand
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Brand Loyalty & Sentiment,Customer expresses loyalty to AT&T or overall brand sentiment â€” positive or negative.,AT&T Brand Negative / Dissatisfied with Company,"Customer expresses overall dissatisfaction anger or hatred toward AT&T as a company. Include: 'AT&T ****' 'worst company' 'I hate AT&T' 'ATT is horrible' 'don't like AT&T' 'att is terrible' 'worst company ever' 'AT&T doesn't care about customers' 'this company is awful'. High churn risk signal.",Negative,All,350,0.4%,Brand / Retention
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Brand Loyalty & Sentiment,Customer expresses loyalty to AT&T or overall brand sentiment â€” positive or negative.,Long-Tenure Customer Feels Unvalued,"Long-time customer explicitly states they feel unvalued or that loyalty is not rewarded. Include: 'been here 15 years and this is how you treat me' 'loyal customer and I get nothing' 'new customers get better deals' 'loyalty means nothing here' 'been with you for years and no appreciation'. HIGH churn risk â€” retention intervention opportunity.",Negative,All,TBD,TBD,Retention / Loyalty Program
Policy,Feedback about AT&T company policies contracts terms of service business practices or decisions that impact the customer experience â€” distinct from pricing or product quality.,Outsourcing & Staffing Practices,Customer feedback about AT&T's use of outsourced foreign or non-domestic support staff as a policy concern.,Request to Stop Outsourcing / Use Local Staff,"Customer requests local or American agents as a company policy recommendation. Include: 'don't outsource' 'use local people' 'get some Americans' 'quit outsourcing' 'get correct answers' 'use local staff' 'bring jobs back to America' 'stop using overseas agents'. Workforce policy signal â€” distinct from communication barrier (People) by being a policy stance rather than personal experience.",Negative,Care,85,0.1%,Workforce Policy
Platform,Feedback about digital channels technology tools or systems used to access or manage AT&T services â€” including the app website account portal online chat and in-store systems.,App Experience,Customer feedback about the myAT&T mobile app â€” usability performance features and functionality.,App Is Easy to Use / Works Well,"Customer positively comments on the myAT&T app experience. Include: 'app is great' 'love the app' 'app makes it easy' 'easy to manage my account on the app' 'app works perfectly' 'convenient app' 'love managing things from the app'. Digital adoption signal.",Positive,All,TBD,TBD,Digital Product
Platform,Feedback about digital channels technology tools or systems used to access or manage AT&T services â€” including the app website account portal online chat and in-store systems.,App Experience,Customer feedback about the myAT&T mobile app â€” usability performance features and functionality.,App Not Working / Crashes / Errors,"Customer reports the myAT&T app is not functioning crashing or displaying errors. Include: 'app is not working' 'app keeps crashing' 'app won't load' 'error in the app' 'app froze' 'can't open the app' 'app glitches' 'app is broken' 'white screen on app'. Digital engineering signal â€” track for release correlation.",Negative,All,155,0.2%,Digital Engineering
Platform,Feedback about digital channels technology tools or systems used to access or manage AT&T services â€” including the app website account portal online chat and in-store systems.,App Experience,Customer feedback about the myAT&T mobile app â€” usability performance features and functionality.,App Is Confusing / Hard to Navigate,"App works technically but customer finds it confusing or hard to use â€” UX/design issue rather than bug. Include: 'app is confusing' 'can't find what I need in the app' 'hard to navigate' 'app isn't intuitive' 'too many steps in the app' 'where is the bill pay in the app' 'not user friendly'. UX design signal â€” distinct from crashes.",Negative,All,TBD,TBD,Digital UX / Design
Platform,Feedback about digital channels technology tools or systems used to access or manage AT&T services â€” including the app website account portal online chat and in-store systems.,Website Experience,Customer feedback about the AT&T website â€” usability performance navigation and online account management.,Website Is Easy to Use / Works Well,"Customer positively comments on the AT&T website. Include: 'website was easy' 'easy to use online' 'website works great' 'did everything online' 'website is user friendly'. Digital channel success signal.",Positive,All,45,0.1%,Digital Product
Platform,Feedback about digital channels technology tools or systems used to access or manage AT&T services â€” including the app website account portal online chat and in-store systems.,Website Experience,Customer feedback about the AT&T website â€” usability performance navigation and online account management.,Website Not Working / Technical Issues,"Customer reports AT&T website is down broken or has technical issues. Include: 'your website ****' 'website issue' 'website won't load' 'site is down' 'can't access website' 'website gives errors' 'page won't load' 'website is broken'. Digital infrastructure signal.",Negative,All,TBD,TBD,Digital Engineering
Platform,Feedback about digital channels technology tools or systems used to access or manage AT&T services â€” including the app website account portal online chat and in-store systems.,Website Experience,Customer feedback about the AT&T website â€” usability performance navigation and online account management.,Website Is Confusing / Can't Find Information,"Website works but customer cannot find what they need or finds it confusing to navigate. Include: 'can't find it on the website' 'website is confusing' 'too hard to navigate your site' 'buried on the website' 'couldn't figure out the website' 'information isn't clear online'. UX signal.",Negative,All,TBD,TBD,Digital UX / Design
Platform,Feedback about digital channels technology tools or systems used to access or manage AT&T services â€” including the app website account portal online chat and in-store systems.,Account Access & Login,Customer feedback about accessing logging into or managing their account through digital channels.,Account Access Issue / Can't Log In,"Customer cannot access log into or manage their account. Include: 'can't log in' 'account locked' 'can't access my account' 'login not working' 'forgot password and can't reset' 'locked out' 'account set up' 'need to get email' 'voicemail locked' 'can't get into my account'. Digital access failure signal â€” drives inbound calls.",Negative,All,110,0.1%,Digital / IT Support
Platform,Feedback about digital channels technology tools or systems used to access or manage AT&T services â€” including the app website account portal online chat and in-store systems.,Account Access & Login,Customer feedback about accessing logging into or managing their account through digital channels.,Password Reset / Verification Too Difficult,"Customer finds the authentication password reset or verification process too cumbersome. Include: 'verification is too hard' 'too many steps to verify' 'can't reset password' 'security questions don't work' 'verification code never came' 'PIN doesn't work' 'locked out because of security'. Security vs. usability tension signal.",Negative,All,TBD,TBD,Digital / Identity
Platform,Feedback about digital channels technology tools or systems used to access or manage AT&T services â€” including the app website account portal online chat and in-store systems.,Online Chat Experience,Customer feedback about the live chat or messaging support channel.,Chat Was Helpful / Easy to Use,"Customer had a positive live chat experience. Include: 'chat was great' 'easy to chat' 'nice easy chat' 'chat agent was helpful' 'prefer chatting' 'chat was quick' 'resolved through chat'. Digital channel preference signal.",Positive,Care,TBD,TBD,Digital / Operations
Platform,Feedback about digital channels technology tools or systems used to access or manage AT&T services â€” including the app website account portal online chat and in-store systems.,Online Chat Experience,Customer feedback about the live chat or messaging support channel.,Chat Was Unhelpful / Couldn't Resolve via Chat,"Customer tried chat but it couldn't resolve their issue or the experience was poor. Include: 'chat couldn't help' 'chat is useless' 'had to call after chatting' 'chat agent didn't know' 'chat was no help' 'couldn't resolve in chat' 'chat gave wrong info'. Channel effectiveness signal.",Negative,Care,TBD,TBD,Digital / Training
Platform,Feedback about digital channels technology tools or systems used to access or manage AT&T services â€” including the app website account portal online chat and in-store systems.,Online Chat Experience,Customer feedback about the live chat or messaging support channel.,Long Wait for Chat / Slow Responses,"Customer experienced long wait to connect to chat or slow response times during chat. Include: 'waited forever for chat' 'slow chat response' 'chat took too long' 'typing for 20 minutes waiting' 'chat queue was long' 'takes forever between messages'. Chat capacity signal.",Negative,Care,TBD,TBD,Digital Operations / Staffing
Platform,Feedback about digital channels technology tools or systems used to access or manage AT&T services â€” including the app website account portal online chat and in-store systems.,Self-Service & Digital Tools,Customer feedback about ability to self-serve â€” pay bills check usage manage plans or troubleshoot without needing a rep.,Self-Service Was Easy / Managed It Myself,"Customer successfully self-served without needing human assistance. Include: 'did it myself online' 'managed it through the app' 'self-service was easy' 'didn't need to call' 'handled it online' 'paid my bill on the app' 'easy to check my usage'. Digital containment success.",Positive,All,TBD,TBD,Digital Product
Platform,Feedback about digital channels technology tools or systems used to access or manage AT&T services â€” including the app website account portal online chat and in-store systems.,Self-Service & Digital Tools,Customer feedback about ability to self-serve â€” pay bills check usage manage plans or troubleshoot without needing a rep.,Could Not Self-Serve / Had to Call Anyway,"Customer tried to handle something digitally but couldn't and had to call or visit a store. Include: 'couldn't do it online had to call' 'app wouldn't let me' 'forced to call' 'website said call us' 'can't do it myself' 'had to go to the store because online didn't work'. Digital containment failure â€” drives inbound contacts.",Negative,All,TBD,TBD,Digital Product / CX Design
Platform,Feedback about digital channels technology tools or systems used to access or manage AT&T services â€” including the app website account portal online chat and in-store systems.,In-Store Technology & Systems,Customer feedback about technology or systems used during their in-store visit â€” POS systems tablets or processing speed.,Store Systems Were Slow / Caused Delays,"In-store technology was slow or caused the transaction to take longer than expected. Include: 'system was slow' 'computer was down' 'their system crashed' 'POS wasn't working' 'had to wait for system' 'technology issues in store' 'their computer froze' 'system kept timing out'. Retail IT infrastructure signal.",Negative,Retail | National Retail,TBD,TBD,Retail IT / Systems
Platform,Feedback about digital channels technology tools or systems used to access or manage AT&T services â€” including the app website account portal online chat and in-store systems.,In-Store Technology & Systems,Customer feedback about technology or systems used during their in-store visit â€” POS systems tablets or processing speed.,Transaction Was Smooth / System Worked Well,"In-store systems worked efficiently and transaction was processed without technology issues. Include: 'quick transaction' 'everything processed smoothly' 'in and out fast' 'no system issues' 'checkout was quick'. Retail tech positive signal.",Positive,Retail | National Retail,TBD,TBD,Retail IT
Survey Artifact,Responses that do not contain actionable customer feedback â€” including blank responses gibberish wrong-customer captures score clarifications opt-out requests and foreign language entries. Used for data hygiene and exclusion from CX analytics.,No Feedback / Blank Response,Customer left the verbatim field blank or entered only non-meaningful characters.,No Comment / Nothing Entered,"Customer did not provide a verbatim response â€” field is blank empty whitespace-only or contains only punctuation. Include: '' 'n/a' 'na' 'none' 'nothing' 'no comment' 'no' '.' '-' '...' 'x' 'nope'. Exclude from all CX analysis. High volume â€” typically 30-40% of total surveys.",Neutral,All,28000,32.2%,Survey Operations
Survey Artifact,Responses that do not contain actionable customer feedback â€” including blank responses gibberish wrong-customer captures score clarifications opt-out requests and foreign language entries. Used for data hygiene and exclusion from CX analytics.,No Feedback / Blank Response,Customer left the verbatim field blank or entered only non-meaningful characters.,Single Word Non-Actionable,"Customer entered a single word or very short phrase that provides no actionable insight. Include: 'good' 'great' 'fine' 'ok' 'okay' 'bad' 'terrible' 'yes' 'thanks' 'cool' 'whatever' 'sure' 'meh'. Note: Only classify here if the word provides NO topical signal â€” 'billing' alone would still route to Pricing.",Neutral,All,5200,6.0%,Survey Operations
Survey Artifact,Responses that do not contain actionable customer feedback â€” including blank responses gibberish wrong-customer captures score clarifications opt-out requests and foreign language entries. Used for data hygiene and exclusion from CX analytics.,Score Correction / Rating Clarification,Customer uses the verbatim to explain or correct the numeric score they gave â€” not to provide topical feedback.,Score Explanation / Meant Different Rating,"Customer clarifies their numeric score or says they selected wrong. Include: 'I meant to give a 10' 'accidentally hit 1' 'my score should be higher' 'I gave a 9 not a 1' 'wrong button' 'meant to rate 5 stars' 'I hit the wrong number' 'thought 1 was the best'. Survey design signal â€” consider UI improvement.",Neutral,All,320,0.4%,Survey Design
Survey Artifact,Responses that do not contain actionable customer feedback â€” including blank responses gibberish wrong-customer captures score clarifications opt-out requests and foreign language entries. Used for data hygiene and exclusion from CX analytics.,Score Correction / Rating Clarification,Customer uses the verbatim to explain or correct the numeric score they gave â€” not to provide topical feedback.,Perfect Score Affirmation / No Issue,"Customer explains their high score with no actionable detail. Include: 'everything was perfect' 'no issues at all' 'couldn't be better' '10 out of 10' 'nothing to improve' 'all good' 'satisfied with everything' 'no complaints whatsoever'. Positive but non-actionable â€” exclude from driver analysis.",Positive,All,3100,3.6%,Survey Operations
Survey Artifact,Responses that do not contain actionable customer feedback â€” including blank responses gibberish wrong-customer captures score clarifications opt-out requests and foreign language entries. Used for data hygiene and exclusion from CX analytics.,Stop Survey / Opt-Out Request,Customer uses the verbatim field to request removal from survey distribution or complain about survey frequency.,Stop Sending Surveys / Too Many Surveys,"Customer asks to be removed from survey list or complains about survey frequency. Include: 'stop sending me these' 'too many surveys' 'quit asking me' 'opt me out' 'unsubscribe' 'don't contact me' 'stop calling me for surveys' 'leave me alone' 'I already did this survey' 'stop emailing me'. Compliance signal â€” flag for suppression list.",Negative,All,410,0.5%,Survey Operations / Compliance
Survey Artifact,Responses that do not contain actionable customer feedback â€” including blank responses gibberish wrong-customer captures score clarifications opt-out requests and foreign language entries. Used for data hygiene and exclusion from CX analytics.,Wrong Customer / Wrong Interaction,Survey was sent to wrong person or customer is commenting on an interaction they did not have.,Wrong Person / Did Not Call,"Customer says the survey does not apply to them or they did not have the interaction being asked about. Include: 'I never called' 'wasn't me' 'wrong person' 'I didn't contact AT&T' 'this wasn't my experience' 'someone else used my account' 'never visited the store' 'I didn't chat with anyone'. Survey targeting signal.",Neutral,All,180,0.2%,Survey Operations
Survey Artifact,Responses that do not contain actionable customer feedback â€” including blank responses gibberish wrong-customer captures score clarifications opt-out requests and foreign language entries. Used for data hygiene and exclusion from CX analytics.,Unintelligible / Gibberish,Response contains random characters keyboard mashing or text that cannot be interpreted as meaningful feedback.,Random Characters / Keyboard Input,"Response is gibberish random characters or clearly unintentional input. Include: 'asdfgh' 'jjjjjj' 'qwerty' '123456' 'hhhhhh' 'test test' random emoji strings accidental dictation noise. Exclude from all analysis.",Neutral,All,290,0.3%,Survey Operations
Survey Artifact,Responses that do not contain actionable customer feedback â€” including blank responses gibberish wrong-customer captures score clarifications opt-out requests and foreign language entries. Used for data hygiene and exclusion from CX analytics.,Foreign Language Response,Customer responded in a language other than English â€” may contain valid feedback but requires translation before classification.,Non-English Response / Requires Translation,"Customer provided feedback in Spanish French or another non-English language. Include: any response primarily in a non-English language. Do NOT auto-classify as negative â€” may contain positive or negative feedback. Flag for translation pipeline then re-classify. Common in markets with high Spanish-speaking populations.",Neutral,All,520,0.6%,Survey Operations / Translation
Survey Artifact,Responses that do not contain actionable customer feedback â€” including blank responses gibberish wrong-customer captures score clarifications opt-out requests and foreign language entries. Used for data hygiene and exclusion from CX analytics.,Survey Experience Complaint,Customer complains about the survey itself â€” its length design or timing â€” rather than providing feedback about AT&T service.,Survey Too Long / Poorly Designed,"Customer complains about the survey experience rather than providing AT&T service feedback. Include: 'this survey is too long' 'too many questions' 'why so many questions' 'survey doesn't apply' 'questions don't make sense' 'survey is confusing' 'took too long' 'fix your survey'. Survey design signal â€” distinct from opt-out requests.",Negative,All,TBD,TBD,Survey Design
