"Category","Category_Definition","Topic","Topic_Definition","Sub_Topic","Sub_Topic_Definition","Polarity","Survey_Channel","Est_Count","Est_Pct","Notes","Taxonomy"
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Proactive Communication & Transparency","Whether AT&T proactively communicated with the customer about issues outages changes or status — before the customer had to contact them.","Lack of Transparency / Felt Kept in the Dark","Customer felt AT&T was not transparent about what was happening with their account, service, or issue (including but not limited to: ""not transparent"", ""kept in the dark"", ""hiding something"", ""won't tell me what's going on"", ""no visibility"", ""they don't explain anything"", ""evasive"", or similar language). Broader than single notification — pattern of opacity.","Negative","All","64","0.066%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Lack of Transparency / Felt Kept in the Dark->Customer felt AT&T was not transparent about what was happening with their account service or issue. Include: 'not transparent' 'kept in the dark' 'hiding something' 'won't tell me what's going on' 'no visibility' 'they don't communicate' 'left me guessing' 'evasive'. Broader than single notification — pattern of opacity."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Proactive Communication & Transparency","Whether AT&T proactively communicated with the customer about issues outages changes or status — before the customer had to contact them.","No Communication / Not Notified About Issue or Change","Customer was not informed about an outage service change billing change or status — had to discover it themselves (including but not limited to: ""no one told me"", ""wasn't I informed"", ""had no idea until I checked"", ""no heads up"", ""zero communication"", or similar language). Trust erosion signal — drives inbound contacts.","Negative","All","278","0.287%","Material signal with usable volume. Keep as standalone and tune examples as needed.","No Communication / Not Notified About Issue or Change->Customer was not informed about an outage service change billing change or status — had to discover it themselves. Include: 'no one told me' 'wasn't notified' 'found out on my own' 'no communication' 'should have been told' 'why wasn't I informed' 'had no idea until I checked' 'no heads up' 'zero communication'. Trust erosion signal — drives inbound contacts."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Sales Transparency & Offer Accuracy","Whether the sales interaction — regardless of channel — accurately represented what the customer would receive in terms of pricing features and terms.","BOGO / Promotion Confusion","Customer is confused about how a BOGO, buy-one-get-one, or promotional offer works — terms were unclear or outcome didn't match expectations (including but not limited to: ""BOGO didn't work"", ""thought I was getting a deal"", ""promotion was misleading"", ""BOGO is confusing"", ""credits not applying"", ""where is my free phone"", or similar language). Telecom-specific high-volume friction point.","Negative","All","19","0.02%","Low volume but present. Retain for monitoring; consider roll-up if this remains low across multiple months.","BOGO / Promotion Confusion->Customer is confused about how a BOGO buy-one-get-one or promotional offer works — terms were unclear or outcome didn't match expectations. Include: 'BOGO didn't work' 'confused about the promotion' 'free phone wasn't free' 'thought I was getting a deal' 'promotion was misleading' 'BOGO is confusing' 'credits not applying' 'where is my free phone'. Telecom-specific high-volume friction point."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Sales Transparency & Offer Accuracy","Whether the sales interaction — regardless of channel — accurately represented what the customer would receive in terms of pricing features and terms.","Offer / Promotion Was Clearly Explained","Customer felt the offer, promotion, or deal was clearly explained and they knew what they were getting (including but not limited to: ""explained the deal clearly"", ""understood exactly what I was getting"", ""transparent about the cost"", ""laid out all the details"", ""no surprises"", ""made it very clear what I'd pay"", or similar language). Trust-building signal across all sales channels.","Positive","All","686","0.707%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Offer / Promotion Was Clearly Explained->Customer felt the offer promotion or deal was clearly explained and they knew what they were getting. Include: 'explained the deal clearly' 'understood exactly what I was getting' 'transparent about the cost' 'laid out all the details' 'no surprises' 'made it very clear what I'd pay'. Trust-building signal across all sales channels."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Sales Transparency & Offer Accuracy","Whether the sales interaction — regardless of channel — accurately represented what the customer would receive in terms of pricing features and terms.","Offer Was Misrepresented / Not What Was Promised","Customer received something different from what was sold — different price, different features, or different terms (including but not limited to: ""not what I was told"", ""promised one thing got another"", ""bait and switch"", ""deal was different than what they said"", ""was told my bill would be $X and it's not"", ""offer changed after signing"", or similar language). HIGH churn and compliance risk. Applicable across Care, Retail, and IHE.","Negative","All","132","0.136%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Offer Was Misrepresented / Not What Was Promised->Customer received something different from what was sold — different price different features or different terms. Include: 'not what I was told' 'promised one thing got another' 'bait and switch' 'deal was different than what they said' 'was told my bill would be $X and it's $Y' 'didn't get what was promised' 'offer changed after signing'. HIGH churn and compliance risk. Applicable across Care Retail and IHE."
"Process","Feedback about operational and service delivery processes - how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Shop & Purchase","Shop and purchase interactions for Mobility and Broadband in the Care channel including setup activation upgrades trade-in fulfillment returns exchanges protection claims and unauthorized account changes.","Activation & Porting","Activating a new SIM eSIM or device IMEI on an existing account or porting a phone number in from another carrier. Distinct from New Account in that the account already exists.","Mixed","Care","11","0.011%","Very low volume signal. Consider aggregating with nearest sibling unless a distinct operational owner requires separate tracking.","Activation & Porting->Activating a new SIM eSIM or device IMEI on an existing account or porting a phone number in from another carrier. Distinct from New Account in that the account already exists."
"Process","Feedback about operational and service delivery processes - how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Shop & Purchase","Shop and purchase interactions for Mobility and Broadband in the Care channel including setup activation upgrades trade-in fulfillment returns exchanges protection claims and unauthorized account changes.","Add a Line","Adding a new Mobility line or broadband service line to an existing account via the Care channel.","Mixed","Care","326","0.336%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Add a Line->Adding a new Mobility line or broadband service line to an existing account via the Care channel."
"Process","Feedback about operational and service delivery processes - how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Shop & Purchase","Shop and purchase interactions for Mobility and Broadband in the Care channel including setup activation upgrades trade-in fulfillment returns exchanges protection claims and unauthorized account changes.","Exchange & Replace","Exchanging or replacing a device or broadband equipment that was received incorrectly or arrived damaged. Includes wrong items defective-on-arrival and undisclosed refurbished devices.","Mixed","Care","8","0.008%","Very low volume signal. Consider aggregating with nearest sibling unless a distinct operational owner requires separate tracking.","Exchange & Replace->Exchanging or replacing a device or broadband equipment that was received incorrectly or arrived damaged. Includes wrong items defective-on-arrival and undisclosed refurbished devices."
"Process","Feedback about operational and service delivery processes - how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Shop & Purchase","Shop and purchase interactions for Mobility and Broadband in the Care channel including setup activation upgrades trade-in fulfillment returns exchanges protection claims and unauthorized account changes.","Fulfillment — Delivery","Physical shipment and last-mile delivery of devices or broadband equipment ordered through the Care channel.","Mixed","Care","3","0.003%","Very low volume signal. Consider aggregating with nearest sibling unless a distinct operational owner requires separate tracking.","Fulfillment — Delivery->Physical shipment and last-mile delivery of devices or broadband equipment ordered through the Care channel."
"Process","Feedback about operational and service delivery processes - how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Shop & Purchase","Shop and purchase interactions for Mobility and Broadband in the Care channel including setup activation upgrades trade-in fulfillment returns exchanges protection claims and unauthorized account changes.","Fulfillment — Order","Order processing after a purchase decision is made via the Care channel. Covers order cancellation incorrect items payment processing and order status.","Mixed","Care","176","0.181%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Fulfillment — Order->Order processing after a purchase decision is made via the Care channel. Covers order cancellation incorrect items payment processing and order status."
"Process","Feedback about operational and service delivery processes - how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Shop & Purchase","Shop and purchase interactions for Mobility and Broadband in the Care channel including setup activation upgrades trade-in fulfillment returns exchanges protection claims and unauthorized account changes.","New Account","Customer establishing a new Mobility line or Broadband service through the Care channel. Includes first-time account creation initial order placement and onboarding failures.","Mixed","Care","3","0.003%","Very low volume signal. Consider aggregating with nearest sibling unless a distinct operational owner requires separate tracking.","New Account->Customer establishing a new Mobility line or Broadband service through the Care channel. Includes first-time account creation initial order placement and onboarding failures."
"Process","Feedback about operational and service delivery processes - how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Shop & Purchase","Shop and purchase interactions for Mobility and Broadband in the Care channel including setup activation upgrades trade-in fulfillment returns exchanges protection claims and unauthorized account changes.","Returns","Returning a device or broadband equipment through the Care channel. Covers return label logistics return window disclosure credit or refund confirmation and equipment return fees.","Mixed","Care","2","0.002%","Very low volume signal. Consider aggregating with nearest sibling unless a distinct operational owner requires separate tracking.","Returns->Returning a device or broadband equipment through the Care channel. Covers return label logistics return window disclosure credit or refund confirmation and equipment return fees."
"Process","Feedback about operational and service delivery processes - how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Shop & Purchase","Shop and purchase interactions for Mobility and Broadband in the Care channel including setup activation upgrades trade-in fulfillment returns exchanges protection claims and unauthorized account changes.","Trade-In","Trading an existing device for credit toward a new purchase via the Care channel. Covers value quoted at POS credit application to account device receipt confirmation and return logistics.","Mixed","Care","2","0.002%","Very low volume signal. Consider aggregating with nearest sibling unless a distinct operational owner requires separate tracking.","Trade-In->Trading an existing device for credit toward a new purchase via the Care channel. Covers value quoted at POS credit application to account device receipt confirmation and return logistics."
"Process","Feedback about operational and service delivery processes - how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Shop & Purchase","Shop and purchase interactions for Mobility and Broadband in the Care channel including setup activation upgrades trade-in fulfillment returns exchanges protection claims and unauthorized account changes.","Upgrade","Upgrading an existing Mobility device or Broadband speed tier or plan via the Care channel.","Mixed","Care","2","0.002%","Very low volume signal. Consider aggregating with nearest sibling unless a distinct operational owner requires separate tracking.","Upgrade->Upgrading an existing Mobility device or Broadband speed tier or plan via the Care channel."
"Process","Feedback about operational and service delivery processes - how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Shop & Purchase","Shop and purchase interactions for Mobility and Broadband in the Care channel including setup activation upgrades trade-in fulfillment returns exchanges protection claims and unauthorized account changes.","Warranty & Device Protection Exchange","Device replacement through a protection plan (ProTech) manufacturer warranty Next Up Anytime or insurance claim. Also captures unauthorized addition of protection plans during Shop & Purchase interactions.","Mixed","Care","23","0.024%","Low volume but present. Retain for monitoring; consider roll-up if this remains low across multiple months.","Warranty & Device Protection Exchange->Device replacement through a protection plan (ProTech) manufacturer warranty Next Up Anytime or insurance claim. Also captures unauthorized addition of protection plans during Shop & Purchase interactions."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Technician Visit Timeliness","Whether the technician arrived on time within the window or was late/no-show for the scheduled appointment.","Technician Arrived On Time / Within Window","Technician arrived on time or within the scheduled window (including but not limited to: ""tech was on time"", ""showed up when they said"", ""arrived within the window"", ""right on schedule"", ""punctual"", ""came early even"", or similar language). Positive field ops signal — track for on-time rate.","Positive","Care | IHE","1435","1.479%","High-impact sub-topic with strong share of verbatims. Keep as a standalone sub-topic.","Technician Arrived On Time / Within Window->Technician arrived on time or within the scheduled window. Include: 'tech was on time' 'showed up when they said' 'arrived within the window' 'right on schedule' 'punctual' 'came early even'. Positive field ops signal — track for on-time rate."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Technician Visit Timeliness","Whether the technician arrived on time within the window or was late/no-show for the scheduled appointment.","Technician No-Show / Did Not Show Up","Customer reports a scheduled technician appointment (install, repair, or service) was a no-show or missed, often with no advance notice or after repeated reschedules. Applies when the technician never arrived, the customer waited without contact, or the appointment was repeatedly rescheduled without resolution (including but not limited to: ""never showed up,"" ""no one showed up,"" ""waited all day and no one came,"" ""rescheduled three times,"" ""no call no show,"" or similar no-show language). Spanish equivalents apply (no llego el tecnico, espere todo el dia y nadie vino). Does NOT apply to technician visits that occurred but were unsatisfactory in outcome. Schedule/dispatch failure -- HIGH SEVERITY.","Negative","All","417","0.43%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Technician No-Show / Did Not Show Up->Customer reports a scheduled technician appointment (install, repair, or service) was a no-show or missed, often with no advance notice or after repeated reschedules. Requires that an appointment was expected. Applies when the technician never arrived, the customer waited without contact, or the appointment was repeatedly rescheduled without resolution (including but not limited to: ""never showed up,"" ""he didn't show up,"" ""no one showed up,"" ""waited all day and no one came,"" ""missed appointment completely,"" ""rescheduled three times,"" ""no call no show,"" or similar no-show/missed-appointment language — these are examples only; any verbatim expressing that a scheduled tech visit did not occur qualifies). Spanish equivalents apply (no llegó el técnico, el técnico no se presentó, esperé todo el día y nadie vino, cita cancelada sin aviso). Does NOT apply to technician visits that occurred but were unsatisfactory in quality or outcome. Schedule/dispatch failure — HIGH SEVERITY."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Technician Visit Timeliness","Whether the technician arrived on time within the window or was late/no-show for the scheduled appointment.","Technician Was Late","Technician arrived after the scheduled window or significantly late (including but not limited to: ""tech was late"", ""showed up 2 hours late"", ""came after the window"", ""was supposed to be here at 10"", ""late arrival"", ""didn't arrive on time"", ""waited past my window"", or similar language). Distinct from no-show — tech eventually came.","Negative","Care | IHE","89","0.092%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Technician Was Late->Technician arrived after the scheduled window or significantly late. Include: 'tech was late' 'showed up 2 hours late' 'came after the window' 'was supposed to be here at 10' 'late arrival' 'didn't come on time' 'waited past my window'. Distinct from no-show — tech eventually came."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Transfers & Routing","Customer experience with being transferred between departments or agents during the interaction.","Had to Repeat Information After Transfer","Customer had to re-explain their issue to each new person after being transferred (including but not limited to: ""had to repeat myself"", ""explain my issue again"", ""start over every time"", ""re-explain to each person"", ""no one had my info"", ""kept repeating my story"", ""they had no notes from the last rep"", or similar language). Systemic CRM/notes process failure.","Negative","Care","93","0.096%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Had to Repeat Information After Transfer->Customer had to re-explain their issue to each new person after being transferred. Include: 'had to repeat myself' 'explain my issue again' 'start over every time' 're-explain to each person' 'no one had my info' 'kept repeating my story' 'they had no notes from the last rep'. Systemic CRM/notes process failure."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Transfers & Routing","Customer experience with being transferred between departments or agents during the interaction.","Too Many Transfers / Bounced Around","Customer was transferred multiple times or bounced between departments without resolution (including but not limited to: ""transferred too many times"", ""kept being transferred"", ""spoke to multiple people"", ""bounced around"", ""passed around"", ""transferred 4 times"", ""sent to wrong department"", ""kept getting shuffled"", or similar language). Process failure signal — high effort.","Negative","Care","109","0.112%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Too Many Transfers / Bounced Around->Customer was transferred multiple times or bounced between departments without resolution. Include: 'transferred too many times' 'kept being transferred' 'spoke to multiple people' 'bounced around' 'passed around' 'transferred 4 times' 'sent to wrong department' 'kept getting shuffled'. Process failure signal — high effort."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Transfers & Routing","Customer experience with being transferred between departments or agents during the interaction.","Transferred to Right Person / Smooth Handoff","Customer was transferred but the handoff was smooth and effective (including but not limited to: ""transferred to the right person"", ""got me to someone who could help"", ""smooth transfer"", ""the next person already knew my issue"", ""good handoff"", ""connected to the right department quickly"", or similar language). Positive routing signal.","Positive","Care","736","0.759%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Transferred to Right Person / Smooth Handoff->Customer was transferred but the handoff was smooth and effective. Include: 'transferred to the right person' 'got me to someone who could help' 'smooth transfer' 'the next person already knew my issue' 'good handoff' 'connected to the right department quickly'. Positive routing signal."
"Process","Feedback about operational and service delivery processes — how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Transfers & Routing","Customer experience with being transferred between departments or agents during the interaction.","Transfers / Multiple Reps","Customer reports interacting with more than one representative for the same issue, including being transferred, passed between agents, bounced around, or speaking to multiple people. This includes single transfers (including but not limited to: transferred to the right department, connected to specialist, handed off to manager, or similar routing) as well as multiple transfers. Mentions of speaking with multiple reps (including but not limited to: ""talked to 5 people,"" ""each rep told me something different,"" ""first rep couldn't help, second one did,"" or similar multiple rep references) qualify even without explicit ""transfer"" language. Does NOT apply to multiple separate calls on different days (Multiple Calls to Resolve — different theme).","Negative","Care","","","","Transfers / Multiple Reps->Customer reports interacting with more than one representative for the same issue, including being transferred, passed between agents, bounced around, or speaking to multiple people. This includes single transfers (including but not limited to: transferred to the right department, connected to specialist, handed off to manager, or similar routing) as well as multiple transfers. Mentions of speaking with multiple reps (including but not limited to: ""talked to 5 people,"" ""each rep told me something different,"" ""first rep couldn't help, second one did,"" or similar multiple rep references) qualify even without explicit ""transfer"" language. Does NOT apply to multiple separate calls on different days (Multiple Calls to Resolve — different theme)."
"Process","Feedback about operational and service delivery processes - how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Wait Time & Speed of Service","Timeliness of service interactions including queue wait holds and total interaction duration.","Long Wait for Rep","Customer complains about a long delay BEFORE reaching any representative (queue time before first connection). This includes wait time to get through, time in queue, or delay before anyone answers (including but not limited to: ""waited 45 minutes to speak to someone,"" ""takes forever to get through,"" ""long wait before anyone answered,"" ""couldn't get through for an hour,"" or similar queue-time language). Spanish equivalents apply (esperé mucho, demasiada espera, tardaron en contestar). Does NOT apply to: (1) hold time AFTER already speaking with a rep (use Long/Multiple Holds), (2) wait time for a scheduled callback (not queue time), or (3) general service delays unrelated to reaching a rep.","Negative","Care","165","0.17%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Long Wait for Rep->Customer complains about a long delay BEFORE reaching any representative (queue time before first connection). This includes wait time to get through, time in queue, or delay before anyone answers (including but not limited to: ""waited 45 minutes to speak to someone,"" ""takes forever to get through,"" ""long wait before anyone answered,"" ""couldn't get through for an hour,"" or similar queue-time language). Spanish equivalents apply (esperé mucho, demasiada espera, tardaron en contestar). Does NOT apply to: (1) hold time AFTER already speaking with a rep (use Long/Multiple Holds), (2) wait time for a scheduled callback (not queue time), or (3) general service delays unrelated to reaching a rep."
"Process","Feedback about operational and service delivery processes - how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Wait Time & Speed of Service","Timeliness of service interactions including queue wait holds and total interaction duration.","Long/Multiple Holds","Customer complains about hold time AFTER already speaking with a representative. Covers two patterns: (1) Duration-based — a single extended hold during the call (""put me on hold for 30 minutes,"" ""left on hold forever,"" ""forgot about me on hold,"" ""was on hold while she checked""); (2) Frequency-based — placed on hold multiple separate times regardless of duration (""kept putting me on hold,"" ""constantly on hold,"" ""put me on hold 5 times,"" ""on and off hold the whole time,"" ""again and again""). Spanish equivalents apply (en espera, me dejó en espera, me puso en espera varias veces). Does NOT apply to: queue/wait time BEFORE reaching any rep (use Long Wait for Rep), hold music before anyone answers (that is queue time), or automated system wait (that is queue time).","Negative","Care","150","0.155%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Long/Multiple Holds->Customer complains about hold time AFTER already speaking with a representative. Covers two patterns: (1) Duration-based — a single extended hold during the call (""put me on hold for 30 minutes,"" ""left on hold forever,"" ""forgot about me on hold,"" ""was on hold while she checked""); (2) Frequency-based — placed on hold multiple separate times regardless of duration (""kept putting me on hold,"" ""constantly on hold,"" ""put me on hold 5 times,"" ""on and off hold the whole time,"" ""again and again""). Spanish equivalents apply (en espera, me dejó en espera, me puso en espera varias veces). Does NOT apply to: queue/wait time BEFORE reaching any rep (use Long Wait for Rep), hold music before anyone answers (that is queue time), or automated system wait (that is queue time)."
"Process","Feedback about operational and service delivery processes - how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Wait Time & Speed of Service","Timeliness of service interactions including queue wait holds and total interaction duration.","Overall Interaction Took Too Long","Total end-to-end interaction duration was excessive even if individual components were acceptable (including but not limited to: ""whole process took too long"", ""spent hours to resolve"", ""interaction took forever"", or similar language).","Negative","All","398","0.41%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Overall Interaction Took Too Long->Total end-to-end interaction duration was excessive even if individual components were acceptable. Include: 'whole process took too long' 'spent hours to resolve' 'interaction took forever'."
"Process","Feedback about operational and service delivery processes - how easy or difficult it was to get service resolve issues navigate systems and complete the customer's goal.","Wait Time & Speed of Service","Timeliness of service interactions including queue wait holds and total interaction duration.","Service Was Fast/Quick/Efficient","Customer describes interaction speed as fast quick or efficient (including but not limited to: ""quick service"", ""in and out"", ""handled fast"", ""efficient support"", or similar language).","Positive","All","938","0.967%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Service Was Fast/Quick/Efficient->Customer describes interaction speed as fast quick or efficient. Include: 'quick service' 'in and out' 'handled fast' 'efficient support'."
"Product","Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.","Coverage & Signal","Customer feedback about wireless coverage area signal strength or availability in specific locations.","Coverage Has Degraded / Used to Be Better","Customer reports mobile/cellular coverage worsening over time in their area — previously good wireless service is now poor. Applies to mobility/cellular coverage only (including but not limited to: ""used to have great service,"" ""coverage got worse,"" ""signal used to be fine,"" ""deteriorated,"" ""wasn't like this before,"" ""went downhill,"" ""service was better last year,"" or similar degradation language). Does NOT apply to: (1) home WiFi issues (router, modem, WiFi range, WiFi dropping), (2) home internet services (fiber, DSL, broadband), or (3) equipment problems (modem/router issues). Network change impact signal — more actionable than general poor coverage.","Negative","All","68","0.07%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Coverage Has Degraded / Used to Be Better->Customer reports mobile/cellular coverage worsening over time in their area — previously good wireless service is now poor. Applies to mobility/cellular coverage only (including but not limited to: ""used to have great service,"" ""coverage got worse,"" ""signal used to be fine,"" ""deteriorated,"" ""wasn't like this before,"" ""went downhill,"" ""service was better last year,"" or similar degradation language). Does NOT apply to: (1) home WiFi issues (router, modem, WiFi range, WiFi dropping), (2) home internet services (fiber, DSL, broadband), or (3) equipment problems (modem/router issues). Network change impact signal — more actionable than general poor coverage."
"Product","Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.","Coverage & Signal","Customer feedback about wireless coverage area signal strength or availability in specific locations.","Coverage Map Inaccurate / Promised Coverage Not Delivered","Customer states AT&T coverage map showed mobile/cellular coverage in their area but actual wireless service experience doesn't match. Applies to mobility/cellular coverage only (including but not limited to: ""map says I have coverage but I don't,"" ""coverage map is wrong,"" ""was told I'd have coverage,"" ""signed up because map showed coverage,"" ""map is inaccurate,"" or similar map/promise mismatch language). Does NOT apply to: (1) home WiFi or internet service coverage claims, (2) home internet services (fiber, DSL, broadband), or (3) equipment problems (modem/router issues). Sales/marketing accountability — potential compliance issue.","Negative","All","69","0.071%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Coverage Map Inaccurate / Promised Coverage Not Delivered->Customer states AT&T coverage map showed mobile/cellular coverage in their area but actual wireless service experience doesn't match. Applies to mobility/cellular coverage only (including but not limited to: ""map says I have coverage but I don't,"" ""coverage map is wrong,"" ""was told I'd have coverage,"" ""signed up because map showed coverage,"" ""map is inaccurate,"" or similar map/promise mismatch language). Does NOT apply to: (1) home WiFi or internet service coverage claims, (2) home internet services (fiber, DSL, broadband), or (3) equipment problems (modem/router issues). Sales/marketing accountability — potential compliance issue."
"Product","Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.","Coverage & Signal","Customer feedback about wireless coverage area signal strength or availability in specific locations.","Good Coverage / Strong Signal","Customer reports strong, reliable, or improved mobile/cellular coverage or signal in their area (including but not limited to: ""great coverage,"" ""excellent signal,"" ""always have service,"" ""coverage is amazing,"" ""strong signal everywhere,"" ""good service in my area,"" ""coverage improved,"" ""never lose signal,"" or similar positive cellular coverage language). Spanish equivalents apply (buena cobertura, señal fuerte, excelente cobertura). Does NOT apply to: (1) general positive service comments not specifically about coverage or signal strength (see Rep Was Courteous or Issue Resolved).","Positive","All","","","",""
"Product","Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.","Coverage & Signal","Customer feedback about wireless coverage area signal strength or availability in specific locations.","Poor Coverage / No Signal in Area","Customer reports poor or no mobile/cellular network coverage or signal impacting their wireless phone service (including but not limited to: ""no bars,"" ""SOS only,"" ""dead zone,"" ""poor reception,"" ""spotty coverage,"" ""no service in my area,"" or similar cellular coverage language). Spanish equivalents apply (sin senal, mala cobertura). Exception: Mobile hotspot issues DO qualify as wireless coverage if explicitly stated. Does NOT apply to: (1) home WiFi issues (router, modem, WiFi range), (2) home internet services (fiber, DSL, broadband), (3) equipment problems (modem/router), or (4) general service outages unrelated to wireless coverage. Geographic signal for network planning -- track by ZIP.","Negative","All","62","0.064%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Poor Coverage / No Signal in Area->Customer reports poor or no mobile/cellular network coverage or signal impacting their wireless phone service (including but not limited to: ""no bars,"" ""SOS only,"" ""dead zone,"" ""poor reception,"" ""weak signal,"" ""spotty coverage,"" ""no service in my area,"" ""no coverage at my house,"" ""can't get signal at work,"" ""bad signal,"" or similar cellular coverage language). Spanish equivalents apply (sin señal, mala cobertura, no tengo señal, zona muerta). Exception: Mobile hotspot issues DO qualify as wireless coverage if explicitly stated. Does NOT apply to: (1) home WiFi issues (router, modem, WiFi range, WiFi dropping), (2) home internet services (fiber, DSL, broadband, streaming issues), (3) equipment problems (modem/router issues), or (4) general service outages unrelated to wireless coverage. Geographic signal for network planning — track by ZIP."
"Product","Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.","Data & Throttling","Customer experience with data limits throttling deprioritization or data usage concerns on wireless plans.","Data Throttled / Slowed Down","Customer reports their data being throttled or speeds reduced after hitting a limit (including but not limited to: ""data was throttled"", ""slowed my data"", ""speeds reduced"", ""deprioritized"", ""data cap hit and now it's crawling"", ""can barely load anything after the cap"", or similar language). Policy/plan design signal.","Negative","All","38","0.039%","Low volume but present. Retain for monitoring; consider roll-up if this remains low across multiple months.","Data Throttled / Slowed Down->Customer reports their data being throttled or speeds reduced after hitting a limit. Include: 'data was throttled' 'slowed my data' 'speeds reduced' 'deprioritized' 'data cap hit and now it's slow' 'throttled my service' 'internet slowed after using too much' 'can barely load anything after cap'. Policy/plan design signal."
"Product","Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.","Data & Throttling","Customer experience with data limits throttling deprioritization or data usage concerns on wireless plans.","Data Usage Unclear / Unexpected Overage","Customer confused about data usage, doesn't understand how they used their data, or received unexpected overage charges (including but not limited to: ""don't understand how I used that much data"", ""data used up too fast"", ""why did I go over my data"", ""unexpected overage charge"", or similar language). Education/transparency opportunity.","Negative","All","97","0.1%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Data Usage Unclear / Unexpected Overage->Customer confused about data usage doesn't understand how they used their data or received unexpected overage charges. Include: 'don't understand my data usage' 'how did I use that much' 'unexpected data charge' 'overage fee' 'didn't know I went over' 'data used up too fast'. Education/transparency opportunity."
"Product","Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.","Data & Throttling","Customer experience with data limits throttling deprioritization or data usage concerns on wireless plans.","Wants Unlimited / More Data","Customer requests an unlimited plan or more data allocation (including but not limited to: ""need unlimited data"", ""want more data"", ""need a bigger data plan"", ""unlimited would be better"", ""keep running out of data"", ""hotspot runs out too fast"", ""need more hotspot"", or similar language). Plan migration opportunity.","Neutral","All","820","0.845%","Material signal with usable volume. Keep as standalone and tune examples as needed.","Wants Unlimited / More Data->Customer requests an unlimited plan or more data allocation. Include: 'need unlimited data' 'want more data' 'need a bigger data plan' 'unlimited would be better' 'keep running out of data' 'hotspot runs out too fast' 'need more hotspot'. Plan migration opportunity."
